nameseq,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,label
non-promoter-713,18,18,0.0,18.0,0.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,0.0,promotor
non-promoter-714,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-715,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-716,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-717,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-718,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-719,45,45,0.0,45.0,0.0,57.77777777777777,57.77777777777777,0.0,57.77777777777777,0.0,promotor
non-promoter-720,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-721,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-722,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-723,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-724,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-725,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-726,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-727,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-728,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-729,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-730,27,27,0.0,27.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-731,51,51,0.0,51.0,0.0,47.05882352941176,47.05882352941176,0.0,47.05882352941176,0.0,promotor
non-promoter-732,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-733,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-734,33,33,0.0,33.0,0.0,42.42424242424242,42.42424242424242,0.0,42.42424242424242,0.0,promotor
non-promoter-735,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-736,27,27,0.0,27.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-737,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-738,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-739,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-740,18,18,0.0,18.0,0.0,27.77777777777778,27.77777777777778,0.0,27.77777777777778,0.0,promotor
non-promoter-741,21,21,0.0,21.0,0.0,23.809523809523807,23.809523809523807,0.0,23.809523809523807,0.0,promotor
non-promoter-742,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-743,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-744,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-745,63,63,0.0,63.0,0.0,52.38095238095239,52.38095238095239,0.0,52.38095238095239,0.0,promotor
non-promoter-746,18,18,0.0,18.0,0.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,0.0,promotor
non-promoter-747,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-748,48,48,0.0,48.0,0.0,60.416666666666664,60.416666666666664,0.0,60.416666666666664,0.0,promotor
non-promoter-749,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-750,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-751,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-752,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-753,30,30,0.0,30.0,0.0,36.666666666666664,36.666666666666664,0.0,36.666666666666664,0.0,promotor
non-promoter-754,66,6,30.0,36.0,0.8333333333333334,48.484848484848484,33.33333333333333,7.575757575757578,40.90909090909091,0.18518518518518526,promotor
non-promoter-755,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-756,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-757,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-758,42,42,0.0,42.0,0.0,57.14285714285714,57.14285714285714,0.0,57.14285714285714,0.0,promotor
non-promoter-759,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-760,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-761,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-762,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-763,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-764,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-765,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-766,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-767,24,24,0.0,24.0,0.0,25.0,25.0,0.0,25.0,0.0,promotor
non-promoter-768,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-769,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-770,30,30,0.0,30.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-771,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-772,54,54,0.0,54.0,0.0,61.111111111111114,61.111111111111114,0.0,61.111111111111114,0.0,promotor
non-promoter-773,18,15,1.5,16.5,0.09090909090909091,50.0,46.666666666666664,1.6666666666666679,48.33333333333333,0.03448275862068968,promotor
non-promoter-774,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-775,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-776,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-777,33,24,4.5,28.5,0.15789473684210525,45.83333333333333,39.39393939393939,3.219696969696969,42.61363636363636,0.07555555555555554,promotor
non-promoter-778,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-779,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-780,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-781,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-782,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-783,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-784,66,66,0.0,66.0,0.0,43.93939393939394,43.93939393939394,0.0,43.93939393939394,0.0,promotor
non-promoter-785,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-786,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-787,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-788,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-789,57,57,0.0,57.0,0.0,42.10526315789473,42.10526315789473,0.0,42.10526315789473,0.0,promotor
non-promoter-790,15,15,0.0,15.0,0.0,60.0,60.0,0.0,60.0,0.0,promotor
non-promoter-791,9,9,0.0,9.0,0.0,22.22222222222222,22.22222222222222,0.0,22.22222222222222,0.0,promotor
non-promoter-792,21,21,0.0,21.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-793,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-794,18,18,0.0,18.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-795,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-796,30,6,12.0,18.0,0.6666666666666666,53.333333333333336,33.33333333333333,10.000000000000004,43.33333333333333,0.23076923076923087,promotor
non-promoter-797,45,30,6.164414002968976,37.0,0.16660578386402639,50.0,36.666666666666664,6.040557937148182,41.48148148148148,0.1456205931276794,promotor
non-promoter-798,18,18,0.0,18.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-799,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-800,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-801,15,15,0.0,15.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-802,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-803,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-804,30,6,10.677078252031311,15.0,0.7118052168020874,55.55555555555556,16.666666666666664,15.981814081771422,37.40740740740741,0.42723661406715674,promotor
non-promoter-805,42,42,0.0,42.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-806,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-807,30,6,12.0,18.0,0.6666666666666666,40.0,33.33333333333333,3.3333333333333357,36.666666666666664,0.09090909090909098,promotor
non-promoter-808,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-809,21,21,0.0,21.0,0.0,38.095238095238095,38.095238095238095,0.0,38.095238095238095,0.0,promotor
non-promoter-810,57,57,0.0,57.0,0.0,57.89473684210527,57.89473684210527,0.0,57.89473684210527,0.0,promotor
non-promoter-811,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-812,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-813,15,6,4.242640687119285,12.0,0.35355339059327373,46.666666666666664,33.33333333333333,5.4433105395181745,40.0,0.13608276348795437,promotor
non-promoter-814,36,21,7.5,28.5,0.2631578947368421,38.88888888888889,33.33333333333333,2.777777777777782,36.111111111111114,0.07692307692307704,promotor
non-promoter-815,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-816,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-817,18,18,0.0,18.0,0.0,66.66666666666666,66.66666666666666,0.0,66.66666666666666,0.0,promotor
non-promoter-818,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-819,18,18,0.0,18.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-820,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-821,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-822,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-823,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-824,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-825,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-826,33,18,7.5,25.5,0.29411764705882354,38.88888888888889,27.27272727272727,5.8080808080808115,33.08080808080808,0.17557251908396956,promotor
non-promoter-827,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-828,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-829,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-830,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-831,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-832,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-833,30,9,8.602325267042627,20.0,0.4301162633521313,28.57142857142857,11.11111111111111,7.128537478560546,19.894179894179896,0.358322761555304,promotor
non-promoter-834,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-835,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-836,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-837,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-838,45,45,0.0,45.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-839,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-840,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-841,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-842,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-843,18,18,0.0,18.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-844,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-845,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-846,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-847,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-848,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-849,66,66,0.0,66.0,0.0,48.484848484848484,48.484848484848484,0.0,48.484848484848484,0.0,promotor
non-promoter-850,21,21,0.0,21.0,0.0,28.57142857142857,28.57142857142857,0.0,28.57142857142857,0.0,promotor
non-promoter-851,30,15,7.5,22.5,0.3333333333333333,46.666666666666664,40.0,3.333333333333332,43.33333333333333,0.0769230769230769,promotor
non-promoter-852,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-853,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-854,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-855,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-856,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-857,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-858,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-859,24,24,0.0,24.0,0.0,37.5,37.5,0.0,37.5,0.0,promotor
non-promoter-860,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-861,15,6,4.5,10.5,0.42857142857142855,33.33333333333333,26.666666666666668,3.3333333333333304,30.0,0.11111111111111101,promotor
non-promoter-862,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-863,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-864,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-865,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-866,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-867,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-868,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-869,18,18,0.0,18.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-870,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-871,36,18,7.3484692283495345,27.0,0.2721655269759087,27.77777777777778,22.22222222222222,2.6189140043946213,25.925925925925924,0.10101525445522111,promotor
non-promoter-872,21,21,0.0,21.0,0.0,38.095238095238095,38.095238095238095,0.0,38.095238095238095,0.0,promotor
non-promoter-873,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-874,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-875,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-876,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-877,36,36,0.0,36.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-878,18,18,0.0,18.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-879,27,27,0.0,27.0,0.0,29.629629629629626,29.629629629629626,0.0,29.629629629629626,0.0,promotor
non-promoter-880,39,24,7.5,31.5,0.23809523809523808,33.33333333333333,30.76923076923077,1.2820512820512793,32.05128205128205,0.03999999999999991,promotor
non-promoter-881,42,42,0.0,42.0,0.0,54.761904761904766,54.761904761904766,0.0,54.761904761904766,0.0,promotor
non-promoter-882,45,45,0.0,45.0,0.0,53.333333333333336,53.333333333333336,0.0,53.333333333333336,0.0,promotor
non-promoter-883,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-884,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-885,45,45,0.0,45.0,0.0,51.11111111111111,51.11111111111111,0.0,51.11111111111111,0.0,promotor
non-promoter-886,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-887,57,30,13.5,43.5,0.3103448275862069,30.0,26.31578947368421,1.8421052631578956,28.157894736842103,0.06542056074766359,promotor
non-promoter-888,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-889,21,9,6.0,15.0,0.4,44.44444444444444,33.33333333333333,5.555555555555557,38.888888888888886,0.1428571428571429,promotor
non-promoter-890,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-891,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-892,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-893,9,9,0.0,9.0,0.0,11.11111111111111,11.11111111111111,0.0,11.11111111111111,0.0,promotor
non-promoter-894,42,42,0.0,42.0,0.0,40.476190476190474,40.476190476190474,0.0,40.476190476190474,0.0,promotor
non-promoter-895,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-896,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-897,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-898,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-899,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-900,15,15,0.0,15.0,0.0,20.0,20.0,0.0,20.0,0.0,promotor
non-promoter-901,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-902,30,30,0.0,30.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-903,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-904,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-905,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-906,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-907,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-908,39,39,0.0,39.0,0.0,38.46153846153847,38.46153846153847,0.0,38.46153846153847,0.0,promotor
non-promoter-909,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-910,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-911,18,18,0.0,18.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-912,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-913,30,30,0.0,30.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-914,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-915,18,18,0.0,18.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-916,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-917,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-918,45,45,0.0,45.0,0.0,48.888888888888886,48.888888888888886,0.0,48.888888888888886,0.0,promotor
non-promoter-919,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-920,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-921,30,30,0.0,30.0,0.0,26.666666666666668,26.666666666666668,0.0,26.666666666666668,0.0,promotor
non-promoter-922,24,18,3.0,21.0,0.14285714285714285,66.66666666666666,33.33333333333333,16.666666666666664,49.99999999999999,0.3333333333333333,promotor
non-promoter-923,27,27,0.0,27.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-924,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-925,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-926,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-927,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-928,18,18,0.0,18.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-929,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-930,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-931,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-932,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-933,63,63,0.0,63.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-934,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-935,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-936,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-937,27,12,7.5,19.5,0.38461538461538464,48.148148148148145,33.33333333333333,7.407407407407408,40.74074074074073,0.18181818181818188,promotor
non-promoter-938,18,18,0.0,18.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-939,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-940,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-941,24,24,0.0,24.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-942,45,12,16.5,28.5,0.5789473684210527,31.11111111111111,25.0,3.0555555555555554,28.055555555555557,0.1089108910891089,promotor
non-promoter-943,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-944,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-945,39,39,0.0,39.0,0.0,43.58974358974359,43.58974358974359,0.0,43.58974358974359,0.0,promotor
non-promoter-946,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-947,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-948,27,27,0.0,27.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-949,39,12,13.5,25.5,0.5294117647058824,35.8974358974359,8.333333333333332,13.782051282051283,22.115384615384613,0.6231884057971016,promotor
non-promoter-950,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-951,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-952,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-953,9,9,0.0,9.0,0.0,22.22222222222222,22.22222222222222,0.0,22.22222222222222,0.0,promotor
non-promoter-954,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-955,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-956,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-957,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-958,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-959,54,54,0.0,54.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-960,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-961,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-962,39,39,0.0,39.0,0.0,25.64102564102564,25.64102564102564,0.0,25.64102564102564,0.0,promotor
non-promoter-963,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-964,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-965,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-966,27,27,0.0,27.0,0.0,51.85185185185185,51.85185185185185,0.0,51.85185185185185,0.0,promotor
non-promoter-967,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-968,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-969,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-970,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-971,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-972,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-973,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-974,48,48,0.0,48.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-975,12,12,0.0,12.0,0.0,8.333333333333332,8.333333333333332,0.0,8.333333333333332,0.0,promotor
non-promoter-976,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-977,18,18,0.0,18.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-978,24,24,0.0,24.0,0.0,37.5,37.5,0.0,37.5,0.0,promotor
non-promoter-979,27,27,0.0,27.0,0.0,51.85185185185185,37.03703703703704,7.407407407407405,44.44444444444444,0.1666666666666666,promotor
non-promoter-980,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-981,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-982,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-983,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-984,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-985,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-986,9,9,0.0,9.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-987,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-988,57,57,0.0,57.0,0.0,43.859649122807014,43.859649122807014,0.0,43.859649122807014,0.0,promotor
non-promoter-989,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-990,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-991,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-992,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-993,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-994,60,60,0.0,60.0,0.0,53.333333333333336,53.333333333333336,0.0,53.333333333333336,0.0,promotor
non-promoter-995,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-996,33,33,0.0,33.0,0.0,36.36363636363637,36.36363636363637,0.0,36.36363636363637,0.0,promotor
non-promoter-997,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-998,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-999,60,60,0.0,60.0,0.0,43.333333333333336,43.333333333333336,0.0,43.333333333333336,0.0,promotor
non-promoter-1000,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-1001,48,48,0.0,48.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1002,60,60,0.0,60.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-1003,12,12,0.0,12.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1004,24,24,0.0,24.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1005,39,6,16.5,22.5,0.7333333333333333,38.46153846153847,33.33333333333333,2.564102564102569,35.8974358974359,0.07142857142857156,promotor
non-promoter-1006,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,promotor
non-promoter-1007,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1008,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1009,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1010,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1011,15,15,0.0,15.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-1012,24,24,0.0,24.0,0.0,54.166666666666664,54.166666666666664,0.0,54.166666666666664,0.0,promotor
non-promoter-1013,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1014,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1015,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1016,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1017,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1018,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1019,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1020,9,9,0.0,9.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-1021,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1022,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1023,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1024,12,12,0.0,12.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,promotor
non-promoter-1025,18,15,1.5,16.5,0.09090909090909091,55.55555555555556,20.0,17.77777777777778,37.77777777777778,0.47058823529411764,promotor
non-promoter-1026,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1027,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-1028,0,0,0,0,0,0,0,0,0,0,promotor
