nameseq,fickett_score-ORF,fickett_score-full-sequence,label
non-promoter-1127,0.8251999999999999,0.40135999999999994,promotor
non-promoter-1128,0.8614,0.4563999999999999,promotor
non-promoter-1129,0.7152,0.32738,promotor
non-promoter-1130,0.7365999999999999,0.41708,promotor
non-promoter-1131,0.633,0.35047,promotor
non-promoter-1132,0.8398000000000001,0.46798,promotor
non-promoter-1133,0.6755,0.43057,promotor
non-promoter-1134,1.0554000000000001,0.46588999999999997,promotor
non-promoter-1135,0.9363,0.38813,promotor
non-promoter-1136,0.8077000000000001,0.42706,promotor
non-promoter-1137,0.5759000000000001,0.38203,promotor
non-promoter-1138,0.39420000000000005,0.25984,promotor
non-promoter-1139,0.6295999999999999,0.37505999999999995,promotor
non-promoter-1140,0.8993999999999999,0.40913999999999995,promotor
non-promoter-1141,0.7061999999999999,0.4325399999999999,promotor
non-promoter-1142,0.893,0.36741,promotor
non-promoter-1143,1.0154,0.47261999999999993,promotor
non-promoter-1144,0.9151,0.41984999999999995,promotor
non-promoter-1145,0.8426,0.36481,promotor
non-promoter-1146,0.8455000000000001,0.35011,promotor
non-promoter-1147,0.6893,0.32131,promotor
non-promoter-1148,0.6675,0.39217,promotor
non-promoter-1149,0.8635,0.45083999999999996,promotor
non-promoter-1150,0.8741,0.39199,promotor
non-promoter-1151,0.9511000000000001,0.39337999999999995,promotor
non-promoter-1152,0.9346000000000001,0.32811999999999997,promotor
non-promoter-1153,1.0428,0.46009,promotor
non-promoter-1154,0.3997,0.34771,promotor
non-promoter-1155,0.8013000000000001,0.35752999999999996,promotor
non-promoter-1156,1.127,0.42899,promotor
non-promoter-1157,1.0387,0.44933,promotor
non-promoter-1158,0.9745000000000001,0.41619,promotor
non-promoter-1159,0.9067000000000001,0.37781000000000003,promotor
non-promoter-1160,0.8167,0.40799,promotor
non-promoter-1161,1.0409,0.4522,promotor
non-promoter-1162,1.1442,0.43667,promotor
non-promoter-1163,1.0567,0.43867999999999996,promotor
non-promoter-1164,1.0592,0.45156999999999997,promotor
non-promoter-1165,0.7783,0.3769,promotor
non-promoter-1166,1.1491,0.46438999999999997,promotor
non-promoter-1167,0.6425,0.37448,promotor
non-promoter-1168,1.0092999999999999,0.40071,promotor
non-promoter-1169,0.5948,0.30994,promotor
non-promoter-1170,0.6408999999999999,0.42269,promotor
non-promoter-1171,0.6709999999999999,0.31584,promotor
non-promoter-1172,0.7299,0.39941999999999994,promotor
non-promoter-1173,0.8734,0.43063999999999997,promotor
non-promoter-1174,0.7257999999999999,0.35495,promotor
non-promoter-1175,1.3088000000000002,0.42897,promotor
non-promoter-1176,0.7053,0.42722000000000004,promotor
non-promoter-1177,0.6783999999999999,0.30040999999999995,promotor
non-promoter-1178,1.1386,0.39211999999999997,promotor
non-promoter-1179,0.7915,0.44573,promotor
non-promoter-1180,0.5026,0.32726,promotor
non-promoter-1181,0.7747999999999999,0.39533,promotor
non-promoter-1182,0.9801,0.45759,promotor
non-promoter-1183,0.6248999999999999,0.40384,promotor
non-promoter-1184,0.8321000000000001,0.4147,promotor
non-promoter-1185,0.7193999999999999,0.43377999999999994,promotor
non-promoter-1186,1.0092999999999999,0.40071,promotor
non-promoter-1187,0.8775999999999999,0.37122,promotor
non-promoter-1188,0.6678999999999999,0.32889999999999997,promotor
non-promoter-1189,0.9610000000000001,0.42706,promotor
non-promoter-1190,1.0092999999999999,0.40071,promotor
non-promoter-1191,1.2692,0.43074999999999997,promotor
non-promoter-1192,0.8310000000000001,0.39885000000000004,promotor
non-promoter-1193,0.9611000000000001,0.37856,promotor
non-promoter-1194,0.8955,0.39555,promotor
non-promoter-1195,1.0635000000000001,0.43475,promotor
non-promoter-1196,1.1905000000000001,0.44715000000000005,promotor
non-promoter-1197,0.9466000000000001,0.40026,promotor
non-promoter-1198,0.4361,0.28542,promotor
non-promoter-1199,0.6573,0.41497,promotor
non-promoter-1200,0.9305000000000001,0.45219000000000004,promotor
non-promoter-1201,0.6021,0.42612,promotor
non-promoter-1202,0.8996,0.40154,promotor
non-promoter-1203,0.7197999999999999,0.39761,promotor
non-promoter-1204,0.9539,0.38721,promotor
non-promoter-1205,0.86,0.39027,promotor
non-promoter-1206,0.8021,0.36116000000000004,promotor
non-promoter-1207,1.0089000000000001,0.4463,promotor
non-promoter-1208,1.032,0.38619,promotor
non-promoter-1209,1.2822,0.42101,promotor
non-promoter-1210,1.0793000000000001,0.41367000000000004,promotor
non-promoter-1211,0.8686,0.40853999999999996,promotor
non-promoter-1212,0.7156999999999999,0.37603,promotor
non-promoter-1213,0.8759,0.44812,promotor
non-promoter-1214,0.6366,0.39479000000000003,promotor
non-promoter-1215,0.8146,0.35887,promotor
non-promoter-1216,1.2296,0.44407,promotor
non-promoter-1217,0.9179,0.43345,promotor
non-promoter-1218,0.7926,0.37323,promotor
non-promoter-1219,0.7706000000000001,0.33953999999999995,promotor
non-promoter-1220,1.1801000000000001,0.43171,promotor
non-promoter-1221,0.6384000000000001,0.29711,promotor
non-promoter-1222,1.0092999999999999,0.40071,promotor
non-promoter-1223,0.8561000000000001,0.3546,promotor
non-promoter-1224,0.9569000000000001,0.43192,promotor
non-promoter-1225,0.9974000000000001,0.39571000000000006,promotor
non-promoter-1226,0.6219,0.38086000000000003,promotor
non-promoter-1227,0.7754000000000001,0.42754,promotor
non-promoter-1228,0.8214000000000001,0.37238,promotor
non-promoter-1229,1.0685000000000002,0.41657,promotor
non-promoter-1230,0.5835,0.25861,promotor
non-promoter-1231,0.9427,0.4184,promotor
non-promoter-1232,0.7487,0.37861000000000006,promotor
non-promoter-1233,0.905,0.42812000000000006,promotor
non-promoter-1234,1.0075,0.43782,promotor
non-promoter-1235,0.6781999999999999,0.42486999999999997,promotor
non-promoter-1236,1.0793000000000001,0.41772,promotor
non-promoter-1237,1.0731000000000002,0.36081,promotor
non-promoter-1238,0.7726,0.35223,promotor
non-promoter-1239,0.7541,0.38817999999999997,promotor
non-promoter-1240,0.6508,0.39484,promotor
non-promoter-1241,0.7461,0.36396,promotor
non-promoter-1242,1.0949,0.37377000000000005,promotor
non-promoter-1243,0.7718,0.46613999999999994,promotor
non-promoter-1244,0.9646000000000001,0.29667999999999994,promotor
non-promoter-1245,0.6406999999999999,0.40627,promotor
non-promoter-1246,0.4363,0.3118,promotor
non-promoter-1247,0.9412,0.40496000000000004,promotor
non-promoter-1248,1.0092999999999999,0.40071,promotor
non-promoter-1249,0.9952000000000001,0.40827,promotor
non-promoter-1250,0.9087000000000001,0.47106000000000003,promotor
non-promoter-1251,1.0276,0.41675,promotor
non-promoter-1252,0.7644,0.44538000000000005,promotor
non-promoter-1253,0.7509000000000001,0.40635,promotor
non-promoter-1254,0.7692,0.40855,promotor
non-promoter-1255,0.7548,0.44324,promotor
non-promoter-1256,0.8903000000000001,0.33962,promotor
non-promoter-1257,0.9800000000000001,0.47647,promotor
non-promoter-1258,0.6915,0.38925,promotor
non-promoter-1259,0.9388000000000001,0.42791,promotor
non-promoter-1260,1.1964000000000001,0.37857999999999997,promotor
non-promoter-1261,0.8471,0.38557,promotor
non-promoter-1262,1.1253,0.42334999999999995,promotor
non-promoter-1263,0.6766,0.40830000000000005,promotor
non-promoter-1264,1.2237,0.47188,promotor
non-promoter-1265,0.6624000000000001,0.39824000000000004,promotor
non-promoter-1266,0.8357,0.43042,promotor
non-promoter-1267,0.7819,0.43706,promotor
non-promoter-1268,0.8538000000000001,0.45106,promotor
non-promoter-1269,0.5026999999999999,0.28843,promotor
non-promoter-1270,0.7959,0.39202,promotor
non-promoter-1271,1.1204,0.42540000000000006,promotor
non-promoter-1272,0.9204000000000001,0.42113000000000006,promotor
non-promoter-1273,0.8044,0.36300000000000004,promotor
non-promoter-1274,0.8084,0.42251,promotor
non-promoter-1275,0.7632000000000001,0.39919,promotor
non-promoter-1276,1.048,0.42197999999999997,promotor
non-promoter-1277,0.6936999999999999,0.42366000000000004,promotor
non-promoter-1278,0.8327999999999999,0.39991,promotor
non-promoter-1279,0.8153,0.4803,promotor
non-promoter-1280,0.6806000000000001,0.42889999999999995,promotor
non-promoter-1281,0.6136,0.30742,promotor
non-promoter-1282,0.9610000000000001,0.46685999999999994,promotor
non-promoter-1283,1.0651000000000002,0.44762,promotor
non-promoter-1284,0.6389999999999999,0.41651,promotor
non-promoter-1285,1.1889,0.40616,promotor
non-promoter-1286,1.2108,0.43878,promotor
non-promoter-1287,0.6328,0.30778999999999995,promotor
non-promoter-1288,0.8511,0.37367,promotor
non-promoter-1289,0.7828,0.43878999999999996,promotor
non-promoter-1290,1.0226000000000002,0.40492999999999996,promotor
non-promoter-1291,0.8436,0.43208,promotor
non-promoter-1292,0.5457000000000001,0.36295999999999995,promotor
non-promoter-1293,0.8353000000000002,0.40795000000000003,promotor
non-promoter-1294,1.2329,0.42599,promotor
non-promoter-1295,0.8717,0.35706,promotor
non-promoter-1296,0.7827,0.40776999999999997,promotor
non-promoter-1297,0.9616,0.40893,promotor
non-promoter-1298,0.9429000000000001,0.41096,promotor
non-promoter-1299,0.7473000000000001,0.39126,promotor
non-promoter-1300,1.0699,0.42443000000000003,promotor
non-promoter-1301,0.6789000000000001,0.26929000000000003,promotor
non-promoter-1302,0.8657,0.42823,promotor
non-promoter-1303,1.0631,0.43558,promotor
non-promoter-1304,0.6066,0.24793,promotor
non-promoter-1305,1.0644,0.45686000000000004,promotor
non-promoter-1306,0.6502,0.4162099999999999,promotor
non-promoter-1307,1.3126,0.433,promotor
non-promoter-1308,0.7511000000000001,0.32166,promotor
non-promoter-1309,0.7655000000000002,0.35760000000000003,promotor
non-promoter-1310,0.5141,0.29929,promotor
non-promoter-1311,0.8774,0.42623,promotor
non-promoter-1312,1.0105000000000002,0.36418,promotor
non-promoter-1313,0.7986000000000001,0.43637000000000004,promotor
non-promoter-1314,1.2175,0.44004,promotor
non-promoter-1315,0.5367999999999999,0.35294000000000003,promotor
non-promoter-1316,0.9923,0.44685,promotor
non-promoter-1317,0.8359000000000001,0.38506999999999997,promotor
non-promoter-1318,1.0192,0.42110000000000003,promotor
non-promoter-1319,0.7987,0.40259,promotor
non-promoter-1320,0.9433000000000001,0.39191,promotor
non-promoter-1321,1.0792,0.42946999999999996,promotor
non-promoter-1322,0.587,0.33832,promotor
non-promoter-1323,1.0013,0.43267,promotor
non-promoter-1324,1.2827000000000002,0.43090999999999996,promotor
non-promoter-1325,0.9230999999999999,0.42386,promotor
non-promoter-1326,0.8683000000000001,0.35472,promotor
non-promoter-1327,0.4765,0.36197,promotor
non-promoter-1328,0.9422000000000001,0.33147,promotor
non-promoter-1329,1.2766000000000002,0.42888,promotor
non-promoter-1330,0.5426,0.36049,promotor
non-promoter-1331,1.0113,0.44677000000000006,promotor
non-promoter-1332,0.9259,0.39543,promotor
non-promoter-1333,0.8421000000000001,0.39698000000000006,promotor
non-promoter-1334,0.5211999999999999,0.34599,promotor
non-promoter-1335,0.48260000000000003,0.35226,promotor
non-promoter-1336,0.899,0.45672,promotor
non-promoter-1337,0.4821,0.34111,promotor
non-promoter-1338,0.5520999999999999,0.3498,promotor
non-promoter-1339,0.7913000000000001,0.33894,promotor
non-promoter-1340,0.6086999999999999,0.40013,promotor
non-promoter-1341,0.647,0.34455,promotor
non-promoter-1342,0.8615999999999999,0.36267999999999995,promotor
non-promoter-1343,0.8705999999999999,0.41245,promotor
non-promoter-1344,0.7942,0.42541000000000007,promotor
non-promoter-1345,0.9055000000000001,0.44260999999999995,promotor
non-promoter-1346,0.7449,0.43991,promotor
non-promoter-1347,1.0205,0.46476,promotor
non-promoter-1348,0.9259999999999999,0.36863999999999997,promotor
non-promoter-1349,0.6547000000000001,0.33423,promotor
non-promoter-1350,0.7259,0.41874,promotor
non-promoter-1351,0.8107,0.35919,promotor
non-promoter-1352,0.6132,0.36551,promotor
non-promoter-1353,0.6291999999999999,0.41394,promotor
non-promoter-1354,0.8668,0.39827,promotor
non-promoter-1355,0.8091999999999999,0.39296,promotor
non-promoter-1356,0.5512,0.32317000000000007,promotor
non-promoter-1357,1.1593,0.41722,promotor
non-promoter-1358,0.7339,0.28148000000000006,promotor
non-promoter-1359,1.1044,0.47124,promotor
non-promoter-1360,1.2237,0.43053,promotor
non-promoter-1361,0.8322000000000002,0.37154,promotor
non-promoter-1362,0.6997,0.39893999999999996,promotor
non-promoter-1363,0.9213,0.45036000000000004,promotor
non-promoter-1364,1.127,0.43917,promotor
non-promoter-1365,0.7803,0.38870000000000005,promotor
non-promoter-1366,0.9356,0.33486,promotor
non-promoter-1367,0.5113,0.35216000000000003,promotor
non-promoter-1368,0.8306,0.45497,promotor
non-promoter-1369,0.7259999999999999,0.35299,promotor
non-promoter-1370,0.606,0.36982000000000004,promotor
non-promoter-1371,0.7651000000000001,0.38088999999999995,promotor
non-promoter-1372,1.0965,0.44769,promotor
non-promoter-1373,0.965,0.41258,promotor
non-promoter-1374,0.5635,0.3215,promotor
non-promoter-1375,0.7617,0.37602,promotor
non-promoter-1376,0.9558,0.43049000000000004,promotor
non-promoter-1377,0.6835,0.35185000000000005,promotor
non-promoter-1378,0.9752000000000001,0.44120000000000004,promotor
non-promoter-1379,0.7579,0.38955000000000006,promotor
non-promoter-1380,0.7843,0.41844000000000003,promotor
non-promoter-1381,0.8414000000000001,0.39224,promotor
non-promoter-1382,0.7976,0.4166,promotor
non-promoter-1383,0.7514000000000001,0.42571,promotor
non-promoter-1384,0.728,0.35514,promotor
non-promoter-1385,0.7207,0.44260999999999995,promotor
non-promoter-1386,1.0899,0.40683,promotor
non-promoter-1387,0.8684999999999999,0.39121,promotor
non-promoter-1388,0.45,0.37454,promotor
non-promoter-1389,0.7512,0.37439,promotor
non-promoter-1390,0.5955999999999999,0.36312999999999995,promotor
non-promoter-1391,0.7090000000000001,0.38767999999999997,promotor
non-promoter-1392,0.9230999999999999,0.38353,promotor
non-promoter-1393,1.2466000000000002,0.44234999999999997,promotor
non-promoter-1394,1.0539,0.45215,promotor
non-promoter-1395,1.0006,0.42062,promotor
non-promoter-1396,1.2443000000000002,0.40777,promotor
non-promoter-1397,1.1291,0.44967999999999997,promotor
non-promoter-1398,0.6790999999999999,0.42223999999999995,promotor
non-promoter-1399,1.0185,0.44642000000000004,promotor
non-promoter-1400,0.8656000000000001,0.41872000000000004,promotor
